Transaction_ID,Date,Client_ID,Account_Number,Transaction_Type,Amount,Currency,Exchange_Rate,Amount_in_USD,Client_Sector,Client_Industry,Region,Country,City,Branch_Code,Transaction_Status,Employee_ID,Employee_Role,Risk_Score,Fraud_Flag,Approval_Status,Settlement_Date,Maturity_Date,Interest_Rate,Collateral_Type,Loan_Type,Purpose
1526,2027-03-06,4354,2197162,Payment,947738.49,EUR,1.4116,1337827.65,Corporate,Finance,North America,USA,Berlin,590,Pending,717,Analyst,0.903,0,Rejected,2027-03-07,2028-03-05,0.039,Property,Installment,Equipment Purchase
1527,2027-03-07,3116,2046161,Payment,219552.94,GBP,1.1525,253034.76,SME,Manufacturing,North America,Brazil,Sao Paulo,532,Failed,665,Director,0.892,0,Pending,2027-03-08,2028-03-06,0.092,Property,Revolving,Debt Refinancing
1528,2027-03-08,2683,7674851,Transfer,326894.29,GBP,1.2738,416397.95,Retail,Technology,North America,Brazil,New York,723,Failed,559,Analyst,0.809,0,Approved,2027-03-09,2028-03-07,0.078,Stocks,Revolving,Debt Refinancing
1529,2027-03-09,1010,5688482,Deposit,756436.04,JPY,0.8584,649324.7,Retail,Manufacturing,South America,Brazil,New York,227,Completed,493,Analyst,0.819,1,Rejected,2027-03-10,2028-03-08,0.046,Bonds,Revolving,Debt Refinancing
1530,2027-03-10,4325,9348022,Transfer,394361.39,JPY,0.6832,269427.7,Retail,Finance,Asia,Japan,Sao Paulo,647,Completed,325,Manager,0.573,0,Rejected,2027-03-11,2028-03-09,0.04,Bonds,Installment,Equipment Purchase
1531,2027-03-11,2865,7983604,Transfer,608603.17,JPY,1.1428,695511.7,Retail,Finance,Asia,USA,Sao Paulo,845,Pending,459,Associate,0.028,0,Approved,2027-03-12,2028-03-10,0.098,Bonds,Short-term,Debt Refinancing
1532,2027-03-12,3919,2897501,Payment,445128.93,GBP,0.8278,368477.73,SME,Healthcare,North America,Brazil,New York,921,Failed,529,Director,0.087,1,Pending,2027-03-13,2028-03-11,0.074,Bonds,Short-term,Business Expansion
1533,2027-03-13,3597,5754619,Deposit,742627.57,EUR,1.3601,1010047.76,Corporate,Healthcare,Asia,Brazil,Sao Paulo,146,Pending,114,Manager,0.65,0,Rejected,2027-03-14,2028-03-12,0.044,Property,Revolving,Debt Refinancing
1534,2027-03-14,4205,7465377,Withdrawal,229102.92,USD,0.6226,142639.48,Retail,Healthcare,Asia,Japan,New York,604,Pending,659,Director,0.401,0,Approved,2027-03-15,2028-03-13,0.068,None,Long-term,Debt Refinancing
1535,2027-03-15,1711,7129439,Deposit,59399.53,GBP,0.9335,55449.46,Corporate,Healthcare,Europe,Germany,Sao Paulo,214,Pending,750,Associate,0.567,1,Approved,2027-03-16,2028-03-14,0.061,None,Short-term,Working Capital
1536,2027-03-16,3070,4885250,Transfer,300629.47,JPY,0.8967,269574.45,Retail,Finance,South America,Brazil,New York,515,Failed,645,Associate,0.231,1,Rejected,2027-03-17,2028-03-15,0.057,Stocks,Short-term,Equipment Purchase
1537,2027-03-17,1814,9991899,Transfer,474834.36,USD,1.4381,682859.29,SME,Healthcare,North America,USA,Berlin,866,Pending,513,Associate,0.649,1,Rejected,2027-03-18,2028-03-16,0.068,Bonds,Installment,Business Expansion
1538,2027-03-18,1345,5902059,Transfer,168852.03,EUR,0.6531,110277.26,Corporate,Manufacturing,Asia,USA,Berlin,322,Failed,454,Associate,0.243,1,Rejected,2027-03-19,2028-03-17,0.058,Property,Short-term,Business Expansion
1539,2027-03-19,3349,7607912,Deposit,355442.49,USD,0.5098,181204.58,SME,Technology,Asia,USA,Sao Paulo,735,Pending,556,Director,0.461,1,Pending,2027-03-20,2028-03-18,0.069,Property,Short-term,Business Expansion
1540,2027-03-20,1362,6573694,Payment,400583.04,JPY,0.7381,295670.34,Retail,Finance,North America,USA,Tokyo,602,Completed,821,Analyst,0.479,0,Pending,2027-03-21,2028-03-19,0.092,Property,Revolving,Debt Refinancing
1541,2027-03-21,3443,6228566,Transfer,58334.45,GBP,1.3203,77018.97,SME,Healthcare,Europe,Japan,Berlin,771,Pending,630,Analyst,0.178,0,Approved,2027-03-22,2028-03-20,0.099,Stocks,Revolving,Business Expansion
1542,2027-03-22,3265,1719407,Transfer,583723.94,GBP,0.7093,414035.39,SME,Finance,North America,Brazil,New York,195,Pending,295,Associate,0.876,0,Approved,2027-03-23,2028-03-21,0.074,Property,Installment,Business Expansion
1543,2027-03-23,3188,3538143,Deposit,884459.08,JPY,0.7409,655295.73,Retail,Healthcare,Europe,Japan,Tokyo,206,Failed,937,Associate,0.526,1,Rejected,2027-03-24,2028-03-22,0.094,Stocks,Installment,Working Capital
1544,2027-03-24,4687,1337913,Withdrawal,152591.17,GBP,0.6299,96117.18,Retail,Finance,Asia,USA,New York,731,Completed,214,Analyst,0.867,1,Approved,2027-03-25,2028-03-23,0.087,Stocks,Long-term,Debt Refinancing
1545,2027-03-25,4005,1328821,Withdrawal,598210.21,JPY,1.2154,727064.69,Corporate,Healthcare,South America,USA,New York,712,Completed,516,Manager,0.263,1,Pending,2027-03-26,2028-03-24,0.037,Stocks,Short-term,Working Capital
1546,2027-03-26,4281,4887008,Payment,665074.47,GBP,0.5692,378560.39,Retail,Technology,Europe,USA,Berlin,714,Failed,451,Associate,0.172,1,Approved,2027-03-27,2028-03-25,0.094,Stocks,Revolving,Equipment Purchase
1547,2027-03-27,1984,7725275,Payment,419915.35,GBP,0.8312,349033.64,Corporate,Healthcare,Europe,Japan,Sao Paulo,777,Failed,174,Analyst,0.018,1,Approved,2027-03-28,2028-03-26,0.016,Property,Revolving,Debt Refinancing
1548,2027-03-28,4040,4615652,Transfer,701396.49,GBP,0.7825,548842.75,SME,Manufacturing,North America,USA,Sao Paulo,797,Completed,761,Manager,0.094,1,Rejected,2027-03-29,2028-03-27,0.04,Property,Short-term,Working Capital
1549,2027-03-29,4694,6193734,Deposit,411320.81,EUR,1.0552,434025.72,SME,Finance,Asia,Brazil,New York,131,Failed,135,Analyst,0.147,0,Rejected,2027-03-30,2028-03-28,0.068,None,Installment,Equipment Purchase
1550,2027-03-30,2639,9457411,Transfer,505132.65,EUR,1.2304,621515.21,Corporate,Finance,South America,USA,Berlin,592,Completed,341,Manager,0.079,1,Pending,2027-03-31,2028-03-29,0.057,Property,Revolving,Working Capital
1551,2027-03-31,1827,8772580,Payment,8345.69,JPY,1.0329,8620.26,Retail,Manufacturing,North America,Brazil,New York,165,Pending,762,Director,0.897,0,Approved,2027-04-01,2028-03-30,0.059,Bonds,Installment,Equipment Purchase
1552,2027-04-01,3730,1807744,Deposit,692028.39,EUR,1.431,990292.63,Retail,Manufacturing,North America,Brazil,Tokyo,278,Pending,162,Manager,0.911,0,Approved,2027-04-02,2028-03-31,0.082,Bonds,Revolving,Business Expansion
1553,2027-04-02,4531,6720622,Deposit,661681.34,JPY,1.4514,960364.3,SME,Technology,South America,USA,New York,878,Completed,765,Associate,0.937,0,Approved,2027-04-03,2028-04-01,0.028,Stocks,Revolving,Business Expansion
1554,2027-04-03,4051,9634012,Payment,39362.48,USD,0.8615,33910.78,Corporate,Finance,Asia,Japan,Berlin,542,Completed,608,Manager,0.96,1,Rejected,2027-04-04,2028-04-02,0.098,Stocks,Long-term,Debt Refinancing
1555,2027-04-04,1355,7933705,Withdrawal,368881.86,USD,1.2777,471320.35,SME,Technology,South America,Germany,New York,648,Pending,287,Manager,0.492,1,Pending,2027-04-05,2028-04-03,0.049,Stocks,Revolving,Working Capital
1556,2027-04-05,4055,6545403,Withdrawal,979052.81,EUR,1.2388,1212850.62,SME,Finance,North America,Germany,Berlin,300,Pending,834,Associate,0.53,1,Approved,2027-04-06,2028-04-04,0.095,None,Short-term,Working Capital
1557,2027-04-06,2347,1017297,Deposit,421315.83,USD,1.393,586892.95,Retail,Finance,North America,Brazil,Sao Paulo,969,Completed,192,Director,0.131,1,Approved,2027-04-07,2028-04-05,0.044,Stocks,Short-term,Equipment Purchase
1558,2027-04-07,4204,1788443,Transfer,502443.46,USD,0.9479,476266.16,Corporate,Technology,Europe,Japan,Berlin,148,Failed,104,Manager,0.137,1,Approved,2027-04-08,2028-04-06,0.064,None,Short-term,Debt Refinancing
1559,2027-04-08,3935,4265962,Withdrawal,910020.23,GBP,1.0305,937775.85,SME,Finance,South America,Germany,Tokyo,886,Failed,537,Director,0.773,0,Approved,2027-04-09,2028-04-07,0.051,Stocks,Installment,Business Expansion
1560,2027-04-09,4876,7010334,Transfer,717544.61,GBP,0.9158,657127.35,Retail,Finance,South America,USA,Berlin,779,Completed,265,Analyst,0.856,0,Pending,2027-04-10,2028-04-08,0.071,Bonds,Revolving,Working Capital
1561,2027-04-10,2863,6752613,Withdrawal,582488.06,JPY,1.3504,786591.88,SME,Technology,South America,USA,Tokyo,362,Failed,545,Analyst,0.785,1,Pending,2027-04-11,2028-04-09,0.027,Stocks,Installment,Equipment Purchase
1562,2027-04-11,1126,2333572,Withdrawal,798006.88,USD,0.7297,582305.62,SME,Healthcare,North America,Brazil,Tokyo,232,Pending,124,Associate,0.835,0,Pending,2027-04-12,2028-04-10,0.046,Property,Long-term,Business Expansion
1563,2027-04-12,4177,6637025,Transfer,864501.9,JPY,0.7397,639472.06,Retail,Technology,Asia,Japan,New York,909,Pending,607,Director,0.277,0,Rejected,2027-04-13,2028-04-11,0.016,Stocks,Revolving,Business Expansion
1564,2027-04-13,4056,9072879,Payment,457431.18,JPY,0.8726,399154.45,Retail,Finance,North America,Japan,Tokyo,443,Failed,197,Associate,0.466,1,Approved,2027-04-14,2028-04-12,0.064,Property,Short-term,Business Expansion
1565,2027-04-14,1603,5701669,Withdrawal,475633.26,USD,0.7303,347354.97,Corporate,Manufacturing,Europe,Germany,Berlin,275,Completed,367,Associate,0.459,0,Approved,2027-04-15,2028-04-13,0.097,Property,Long-term,Equipment Purchase
1566,2027-04-15,4870,4765056,Withdrawal,386664.88,EUR,1.061,410251.44,SME,Healthcare,North America,Germany,Sao Paulo,490,Pending,761,Manager,0.995,0,Approved,2027-04-16,2028-04-14,0.014,Property,Long-term,Equipment Purchase
1567,2027-04-16,4449,4325315,Transfer,966739.43,USD,0.6345,613396.17,Corporate,Manufacturing,North America,USA,Berlin,110,Pending,492,Analyst,0.949,1,Approved,2027-04-17,2028-04-15,0.069,Property,Revolving,Business Expansion
1568,2027-04-17,2928,6217092,Payment,697469.09,GBP,0.8202,572064.15,Retail,Healthcare,North America,Brazil,Sao Paulo,300,Pending,863,Associate,0.598,0,Pending,2027-04-18,2028-04-16,0.08,None,Short-term,Equipment Purchase
1569,2027-04-18,2013,9264605,Withdrawal,84139.84,USD,1.4134,118923.25,Retail,Manufacturing,Europe,Japan,Tokyo,908,Failed,695,Manager,0.138,1,Rejected,2027-04-19,2028-04-17,0.029,None,Installment,Business Expansion
1570,2027-04-19,1050,1828791,Withdrawal,863096.66,EUR,0.9092,784727.48,SME,Healthcare,South America,Germany,New York,102,Completed,384,Manager,0.259,1,Rejected,2027-04-20,2028-04-18,0.035,Stocks,Revolving,Business Expansion
1571,2027-04-20,4100,4820887,Payment,481079.38,JPY,1.2482,600483.28,Corporate,Technology,Asia,Germany,Tokyo,313,Failed,783,Director,0.364,1,Approved,2027-04-21,2028-04-19,0.028,Stocks,Short-term,Business Expansion
1572,2027-04-21,4533,7652346,Withdrawal,69685.15,JPY,0.6135,42751.84,Corporate,Healthcare,Asia,Brazil,Tokyo,907,Completed,832,Analyst,0.873,0,Pending,2027-04-22,2028-04-20,0.037,None,Long-term,Equipment Purchase
1573,2027-04-22,4367,3846274,Payment,550167.54,GBP,0.7476,411305.25,SME,Healthcare,Europe,Brazil,Sao Paulo,406,Completed,208,Director,0.171,0,Rejected,2027-04-23,2028-04-21,0.02,Stocks,Revolving,Debt Refinancing
1574,2027-04-23,4368,6988099,Payment,417747.11,GBP,1.3073,546120.8,SME,Healthcare,South America,USA,Berlin,643,Failed,126,Director,0.22,0,Rejected,2027-04-24,2028-04-22,0.043,Stocks,Long-term,Debt Refinancing
1575,2027-04-24,4797,8069337,Transfer,877871.66,GBP,1.263,1108751.91,Corporate,Finance,South America,Brazil,New York,659,Pending,857,Associate,0.349,1,Approved,2027-04-25,2028-04-23,0.043,None,Short-term,Equipment Purchase
1576,2027-04-25,3826,8871917,Deposit,204790.61,JPY,0.8862,181485.44,Retail,Manufacturing,Europe,USA,New York,426,Completed,154,Director,0.927,0,Rejected,2027-04-26,2028-04-24,0.083,None,Installment,Working Capital
1577,2027-04-26,2430,6446079,Payment,826638.14,GBP,1.4544,1202262.51,Retail,Technology,North America,USA,New York,863,Failed,232,Associate,0.504,0,Approved,2027-04-27,2028-04-25,0.082,Stocks,Installment,Equipment Purchase
1578,2027-04-27,2792,1376794,Transfer,558131.0,USD,1.4106,787299.59,SME,Manufacturing,South America,Brazil,New York,298,Pending,151,Director,0.647,1,Pending,2027-04-28,2028-04-26,0.082,None,Long-term,Working Capital
1579,2027-04-28,3861,4878450,Deposit,55555.69,JPY,1.4623,81239.09,Corporate,Manufacturing,Asia,Brazil,Berlin,700,Completed,592,Manager,0.387,1,Approved,2027-04-29,2028-04-27,0.061,Bonds,Long-term,Business Expansion
1580,2027-04-29,2636,4033349,Withdrawal,971873.46,EUR,0.9279,901801.38,Corporate,Technology,Europe,Brazil,New York,208,Completed,864,Analyst,0.189,1,Rejected,2027-04-30,2028-04-28,0.039,Property,Long-term,Working Capital
1581,2027-04-30,4476,7407054,Deposit,513102.63,JPY,0.6975,357889.08,Corporate,Finance,Asia,Brazil,Sao Paulo,390,Pending,880,Analyst,0.223,0,Approved,2027-05-01,2028-04-29,0.047,Property,Revolving,Business Expansion
1582,2027-05-01,4417,1782877,Payment,291585.98,USD,1.1267,328529.92,Retail,Healthcare,North America,Brazil,Sao Paulo,207,Completed,397,Analyst,0.803,1,Approved,2027-05-02,2028-04-30,0.039,Bonds,Short-term,Debt Refinancing
1583,2027-05-02,2645,5902825,Payment,469937.44,USD,1.1848,556781.88,Retail,Finance,Europe,USA,New York,507,Failed,498,Manager,0.893,0,Approved,2027-05-03,2028-05-01,0.062,Bonds,Long-term,Business Expansion
1584,2027-05-03,3467,8068132,Payment,857999.93,GBP,0.6254,536593.16,Corporate,Finance,Asia,Germany,New York,651,Completed,690,Manager,0.493,1,Approved,2027-05-04,2028-05-02,0.094,Stocks,Long-term,Working Capital
1585,2027-05-04,2205,7299492,Payment,305598.22,JPY,1.2865,393152.11,Corporate,Healthcare,Asia,Japan,Berlin,151,Completed,117,Director,0.357,1,Approved,2027-05-05,2028-05-03,0.036,Stocks,Long-term,Debt Refinancing
1586,2027-05-05,4030,6798946,Payment,193483.72,JPY,0.5181,100243.92,SME,Manufacturing,North America,Japan,Berlin,211,Pending,917,Director,0.808,1,Approved,2027-05-06,2028-05-04,0.051,Property,Installment,Debt Refinancing
1587,2027-05-06,3872,8236694,Transfer,129942.18,JPY,0.9827,127694.18,SME,Healthcare,Europe,USA,New York,394,Failed,869,Director,0.673,1,Rejected,2027-05-07,2028-05-05,0.069,Stocks,Long-term,Equipment Purchase
1588,2027-05-07,4072,6928643,Payment,298561.54,EUR,0.831,248104.64,Corporate,Technology,South America,USA,Berlin,679,Pending,954,Director,0.041,0,Approved,2027-05-08,2028-05-06,0.086,Property,Short-term,Working Capital
1589,2027-05-08,2854,7049850,Transfer,780268.04,GBP,1.2403,967766.45,Corporate,Healthcare,South America,Germany,Tokyo,288,Failed,718,Analyst,0.351,0,Rejected,2027-05-09,2028-05-07,0.033,Stocks,Installment,Working Capital
1590,2027-05-09,1566,1850350,Withdrawal,472154.74,USD,0.8128,383767.37,Retail,Manufacturing,Asia,Brazil,New York,943,Pending,658,Director,0.682,0,Approved,2027-05-10,2028-05-08,0.035,Stocks,Short-term,Equipment Purchase
1591,2027-05-10,3418,9556255,Payment,228254.12,USD,1.3268,302847.57,Corporate,Finance,North America,USA,Berlin,820,Completed,345,Manager,0.574,1,Pending,2027-05-11,2028-05-09,0.09,Property,Installment,Equipment Purchase
1592,2027-05-11,1935,3333679,Payment,167018.81,GBP,1.095,182885.6,SME,Finance,Asia,Japan,Sao Paulo,164,Failed,602,Manager,0.978,0,Approved,2027-05-12,2028-05-10,0.017,Bonds,Installment,Debt Refinancing
1593,2027-05-12,2934,1435477,Deposit,333396.75,USD,1.2939,431382.05,Retail,Healthcare,North America,Brazil,New York,673,Failed,188,Manager,0.866,1,Rejected,2027-05-13,2028-05-11,0.064,Bonds,Revolving,Equipment Purchase
1594,2027-05-13,3708,8736484,Withdrawal,939984.45,USD,1.4893,1399918.84,SME,Technology,South America,USA,New York,564,Completed,302,Associate,0.06,1,Rejected,2027-05-14,2028-05-12,0.087,Stocks,Installment,Debt Refinancing
1595,2027-05-14,4502,6651944,Payment,343683.69,GBP,1.1792,405271.81,SME,Manufacturing,Asia,Brazil,Sao Paulo,357,Pending,339,Associate,0.726,0,Pending,2027-05-15,2028-05-13,0.093,Bonds,Installment,Working Capital
1596,2027-05-15,4016,5327308,Payment,988135.95,USD,1.485,1467381.89,Retail,Finance,Asia,Japan,Sao Paulo,745,Failed,589,Associate,0.336,1,Approved,2027-05-16,2028-05-14,0.011,Stocks,Short-term,Equipment Purchase
1597,2027-05-16,2332,2581420,Withdrawal,485745.23,JPY,0.5288,256862.08,SME,Healthcare,North America,Brazil,Berlin,733,Completed,879,Director,0.682,1,Pending,2027-05-17,2028-05-15,0.043,None,Short-term,Working Capital
1598,2027-05-17,4208,1786261,Transfer,179984.75,EUR,0.8381,150845.22,Corporate,Technology,Europe,USA,Sao Paulo,430,Completed,112,Analyst,0.617,0,Approved,2027-05-18,2028-05-16,0.033,None,Long-term,Debt Refinancing
1599,2027-05-18,1201,4494708,Payment,891248.95,GBP,0.6079,541790.24,SME,Technology,North America,USA,Tokyo,600,Failed,748,Analyst,0.503,0,Approved,2027-05-19,2028-05-17,0.061,None,Revolving,Business Expansion
1600,2027-05-19,4507,7952314,Deposit,460895.02,EUR,0.7623,351340.27,Retail,Finance,Europe,Japan,New York,782,Failed,414,Director,0.853,1,Rejected,2027-05-20,2028-05-18,0.067,Bonds,Installment,Business Expansion
1601,2027-05-20,3360,4079042,Payment,709961.67,USD,1.3389,950567.68,Retail,Finance,South America,Germany,Tokyo,309,Failed,784,Director,0.709,0,Pending,2027-05-21,2028-05-19,0.1,Bonds,Revolving,Working Capital
1602,2027-05-21,1116,7665769,Deposit,983727.87,USD,0.5323,523638.35,Retail,Manufacturing,Asia,Germany,Berlin,907,Completed,841,Associate,0.89,1,Pending,2027-05-22,2028-05-20,0.056,Property,Long-term,Debt Refinancing
1603,2027-05-22,4737,7538655,Deposit,51125.17,JPY,1.0202,52157.9,SME,Technology,Asia,Brazil,Sao Paulo,188,Pending,297,Manager,0.282,0,Rejected,2027-05-23,2028-05-21,0.06,Bonds,Revolving,Debt Refinancing
1604,2027-05-23,1936,9514668,Payment,97597.87,GBP,1.0671,104146.69,Corporate,Manufacturing,North America,USA,New York,778,Pending,342,Manager,0.348,1,Rejected,2027-05-24,2028-05-22,0.047,Stocks,Installment,Business Expansion
1605,2027-05-24,4874,6968633,Payment,720736.28,USD,1.0612,764845.34,Retail,Technology,North America,USA,Sao Paulo,127,Failed,606,Associate,0.622,1,Pending,2027-05-25,2028-05-23,0.023,Property,Short-term,Debt Refinancing
1606,2027-05-25,1574,7898046,Deposit,282543.18,GBP,0.9753,275564.36,Corporate,Technology,South America,Japan,Sao Paulo,337,Completed,142,Associate,0.966,1,Rejected,2027-05-26,2028-05-24,0.037,Bonds,Revolving,Debt Refinancing
1607,2027-05-26,3291,4077099,Withdrawal,185117.1,GBP,1.2906,238912.13,Retail,Healthcare,South America,Japan,Berlin,435,Completed,429,Analyst,0.372,0,Approved,2027-05-27,2028-05-25,0.032,Property,Installment,Working Capital
1608,2027-05-27,1536,3844180,Withdrawal,40322.52,GBP,0.6335,25544.32,Corporate,Finance,Europe,USA,Berlin,162,Failed,890,Associate,0.032,0,Pending,2027-05-28,2028-05-26,0.082,Bonds,Long-term,Business Expansion
1609,2027-05-28,2625,7758699,Payment,22824.87,GBP,0.8106,18501.84,Corporate,Technology,South America,Japan,Berlin,866,Completed,690,Manager,0.446,1,Pending,2027-05-29,2028-05-27,0.059,Stocks,Installment,Debt Refinancing
1610,2027-05-29,3122,8983939,Transfer,774711.12,GBP,1.1157,864345.2,Corporate,Manufacturing,South America,Germany,Berlin,652,Completed,528,Manager,0.544,0,Rejected,2027-05-30,2028-05-28,0.037,None,Revolving,Working Capital
1611,2027-05-30,4877,6066112,Withdrawal,135298.99,EUR,1.191,161141.1,Retail,Finance,South America,Germany,New York,599,Completed,890,Director,0.801,0,Approved,2027-05-31,2028-05-29,0.054,None,Installment,Equipment Purchase
1612,2027-05-31,1385,5093886,Payment,468252.9,JPY,0.9041,423347.45,SME,Manufacturing,South America,Brazil,Tokyo,640,Failed,843,Analyst,0.729,0,Pending,2027-06-01,2028-05-30,0.03,Stocks,Installment,Business Expansion
1613,2027-06-01,4974,9950668,Withdrawal,606290.92,GBP,1.3754,833892.53,SME,Finance,Europe,Japan,Tokyo,890,Failed,712,Director,0.965,1,Pending,2027-06-02,2028-05-31,0.027,Property,Revolving,Working Capital
1614,2027-06-02,4281,6301358,Transfer,428923.45,EUR,0.9155,392679.42,SME,Finance,South America,Brazil,New York,568,Failed,261,Analyst,0.783,0,Approved,2027-06-03,2028-06-01,0.087,None,Revolving,Equipment Purchase
1615,2027-06-03,1474,2506145,Payment,28079.55,USD,0.9028,25350.22,Corporate,Technology,Europe,Japan,Sao Paulo,691,Pending,755,Director,0.299,0,Rejected,2027-06-04,2028-06-02,0.095,Bonds,Long-term,Debt Refinancing
1616,2027-06-04,1417,3648202,Transfer,783718.0,GBP,0.5362,420229.59,Retail,Healthcare,North America,Japan,New York,150,Pending,720,Analyst,0.641,0,Rejected,2027-06-05,2028-06-03,0.017,Bonds,Installment,Debt Refinancing
1617,2027-06-05,3394,2192931,Payment,11502.71,USD,1.0511,12090.5,Corporate,Technology,Asia,Germany,Tokyo,211,Failed,534,Associate,0.672,1,Rejected,2027-06-06,2028-06-04,0.079,Property,Short-term,Equipment Purchase
1618,2027-06-06,4600,5889084,Transfer,762128.0,GBP,1.2087,921184.11,Retail,Finance,North America,USA,Tokyo,972,Completed,332,Manager,0.998,1,Rejected,2027-06-07,2028-06-05,0.051,Property,Revolving,Working Capital
1619,2027-06-07,3687,8133456,Withdrawal,893411.19,EUR,0.6144,548911.84,Corporate,Technology,South America,Japan,New York,400,Completed,210,Associate,0.139,1,Approved,2027-06-08,2028-06-06,0.045,Stocks,Installment,Debt Refinancing
1620,2027-06-08,1938,1871522,Withdrawal,433407.08,EUR,0.8054,349066.06,Retail,Technology,Asia,Japan,Berlin,189,Failed,331,Analyst,0.191,0,Approved,2027-06-09,2028-06-07,0.072,None,Short-term,Debt Refinancing
